,artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
145,ARTY,0.01955,0.574,287786.5,-4.675,0.2495,-4.675,0.0977,53.0,5.0,53.0,5,1,4,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
146,ASIAN KUNG-FU GENERATION,0.000520817,0.41700000000000004,244089.0,-4.0715,0.136,-4.0715,0.06565,55.66666667,4.0,55.66666667,4,1,12,"['anime', 'anime score', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'otacore']"
147,ATB,0.102866667,0.680333333,225377.6667,-6.191666667000001,0.189266667,-6.191666667000001,0.0397,57.66666667,10.0,57.66666667,10,0,6,"['german dance', 'german techno', 'trance']"
148,ATEEZ,0.06245,0.5685,209386.5,-1.9335,0.3655,-1.9335,0.0865,69.0,7.0,69.0,7,1,4,"['k-pop', 'k-pop boy group']"
149,ATL,0.124,0.919,289400.0,-12.345999999999998,0.0928,-12.345999999999998,0.109,34.0,1.0,34.0,1,0,1,"['modern rock', 'pop']"
150,ATR Son Son,0.294,0.904,167184.0,-17.54,0.10400000000000001,-17.54,0.11,66.0,5.0,66.0,5,0,2,['others']
151,ATaste Of Honey,0.0401,0.797,245173.0,-9.228,0.0994,-9.228,0.0492,34.0,2.0,34.0,2,0,2,['others']
152,Aug-08,0.359,0.409,280842.0,-7.731,0.16699999999999998,-7.731,0.0878,76.0,9.0,76.0,9,1,2,"['la pop', 'r&b']"
153,AURORA,0.7166,0.431,211047.0,-11.0328,0.1402,-11.0328,0.0485,59.4,11.0,59.4,11,1,10,['norwegian pop']
154,AViVA,0.167366667,0.675333333,201814.0,-6.357333333,0.224333333,-6.357333333,0.089333333,66.66666667,6.0,66.66666667,6,0,6,['vapor pop']
155,AWAY,0.13699999999999998,0.72,212571.0,-5.212000000000001,0.122,-5.212000000000001,0.0633,60.0,5.0,60.0,5,0,2,['traprun']
156,AWOLNATION,0.17365173899999997,0.6443043479999999,235783.8696,-6.4516521739999995,0.254113043,-6.4516521739999995,0.067178261,53.30434783,1.0,53.30434783,1,1,23,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']"
157,Aaliyah,0.153189444,0.682638889,250966.8889,-8.01525,0.220127778,-8.01525,0.10815833300000001,43.94444444,9.0,43.94444444,9,0,36,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
158,Aalon,0.375,0.5579999999999999,325200.0,-10.637,0.0632,-10.637,0.0374,37.0,4.0,37.0,4,1,2,['others']
159,Aaries,0.44799999999999995,0.613,340200.0,-9.828,0.0879,-9.828,0.10800000000000001,32.0,5.0,32.0,5,1,2,['others']
160,Aaron Carter,0.026775,0.8645,199389.75,-4.54575,0.061275,-4.54575,0.097875,42.0,1.0,42.0,1,1,8,"['dance pop', 'post-teen pop']"
161,Aaron Copland,0.951319149,0.347450355,254493.2837,-19.26223404,0.154592908,-19.26223404,0.07128156,8.191489362,0.0,8.191489362,0,1,141,"['american modern classical', 'classical', 'early modern classical']"
162,Aaron Hall,0.038473333,0.709944444,308733.2222,-7.820944443999999,0.238455556,-7.820944443999999,0.054477778,39.27777778,8.0,39.27777778,8,1,18,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
163,Aaron Kamm and the One Drops,0.113,0.785,379013.0,-10.277999999999999,0.0867,-10.277999999999999,0.0531,45.0,8.0,45.0,8,0,2,"['reggae rock', 'stl indie']"
164,Aaron Krause,0.758,0.325,223893.0,-11.595,0.0977,-11.595,0.0282,66.0,6.0,66.0,6,0,1,['indiecoustica']
165,Aaron Kwok,0.0872,0.557,233373.0,-6.069,0.10300000000000001,-6.069,0.0244,44.0,2.0,44.0,2,1,1,"['c-pop', 'cantopop', 'classic cantopop']"
166,Aaron Lansing,0.9925,0.413,134934.5,-27.8425,0.11425,-27.8425,0.0566,65.5,7.0,65.5,7,0,4,['focus']
167,Aaron Lewis,0.260641379,0.5866551720000001,256748.5862,-5.853172413999999,0.19909655199999998,-5.853172413999999,0.030441378999999998,52.03448276,6.0,52.03448276,6,1,29,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'post-grunge', 'redneck']"
168,Aaron Lohr,0.687333333,0.5245,142371.1667,-10.2215,0.198666667,-10.2215,0.06825,44.16666667,7.0,44.16666667,7,1,6,['others']
169,Aaron Neville,0.48294615399999996,0.538615385,226144.6154,-11.90730769,0.123484615,-11.90730769,0.053938462,43.07692308,7.0,43.07692308,7,1,26,"['motown', 'soul']"
170,Aaron Shust,0.02325,0.5015,273220.0,-4.918,0.19175,-4.918,0.03605,51.0,2.0,51.0,2,1,4,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']"
171,Aaron Smith,0.0726,0.7355,227026.5,-8.158999999999999,0.1945,-8.158999999999999,0.02955,76.0,10.0,76.0,10,0,2,['chicago house']
172,Aaron Tippin,0.199845455,0.652454545,198106.7273,-8.830818182,0.15897272699999998,-8.830818182,0.030009091,43.0,6.0,43.0,6,1,22,"['country', 'country road', 'country rock', 'redneck']"
173,Aaron Tveit,0.672,0.51275,143340.0,-7.487,0.09025,-7.487,0.050925,47.25,2.0,47.25,2,1,4,"['broadway', 'hollywood', 'show tunes']"
174,Aaron Watson,0.166775,0.612,252348.375,-7.238375,0.12255,-7.238375,0.0322,46.625,11.0,46.625,11,1,16,"['contemporary country', 'country', 'country road', 'modern country rock', 'texas country']"
175,Aaron Y Su Grupo Ilusion,0.23572727300000001,0.6328181820000001,245126.0909,-5.455363636,0.100854545,-5.455363636,0.039009091,54.81818182,7.0,54.81818182,7,1,11,"['banda', 'cumbia', 'cumbia sonidera', 'grupera', 'regional mexican']"
176,Aaron Zigman,0.995,0.445,169467.0,-25.605999999999998,0.16899999999999998,-25.605999999999998,0.0454,48.0,0.0,48.0,0,1,2,['soundtrack']
177,Aarti Mukherji,0.891777778,0.368888889,260413.2222,-13.84455556,0.196866667,-13.84455556,0.040566667,5.777777778,9.0,5.777777778,9,1,9,"['classic bollywood', 'filmi', 'indian folk']"
178,Aaryn Doyle,0.425,0.7120000000000001,161867.0,-6.242000000000001,0.29600000000000004,-6.242000000000001,0.0988,46.0,3.0,46.0,3,1,2,['others']
179,Abbey Lincoln,0.432285714,0.447714286,386346.5714,-10.00257143,0.261714286,-10.00257143,0.072428571,23.42857143,7.0,23.42857143,7,1,7,['vocal jazz']
180,Abby Anderson,0.684,0.406,203240.0,-8.177,0.10800000000000001,-8.177,0.0416,59.0,3.0,59.0,3,1,2,"['contemporary country', 'country pop']"
181,Abel Zavala,0.5694444439999999,0.527111111,249788.2222,-7.603666667000001,0.345711111,-7.603666667000001,0.031822222000000004,54.55555556,7.0,54.55555556,7,1,9,"['latin christian', 'latin worship', 'rap cristiano']"
182,Abhi The Nomad,0.406,0.722,214059.5,-7.4595,0.17185,-7.4595,0.0953,60.5,7.0,60.5,7,1,2,"['desi hip hop', 'vapor soul']"
183,Abir,0.0789,0.6559999999999999,215781.0,-4.223,0.133,-4.223,0.0765,63.0,5.0,63.0,5,0,2,['moroccan pop']
184,Above & Beyond,0.02975,0.6455,273817.0,-7.6335,0.158,-7.6335,0.0582,43.5,6.0,43.5,6,1,2,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
185,Above The Law,0.00183,0.6990000000000001,253293.0,-8.925,0.0522,-8.925,0.0968,32.0,1.0,32.0,1,1,2,"['g funk', 'gangster rap', 'hyphy', 'west coast rap']"
186,Abracadabra,0.33799999999999997,0.617,223467.0,-13.622,0.159,-13.622,0.0339,54.0,2.0,54.0,2,1,2,['others']
187,Abraham Vazquez,0.43200000000000005,0.614,167288.0,-3.7880000000000003,0.377,-3.7880000000000003,0.0721,67.0,3.0,67.0,3,1,1,"['corridos tumbados', 'regional mexican pop']"
188,Abrasive Wheels,0.00704,0.162,154773.0,-3.7910000000000004,0.086,-3.7910000000000004,0.0582,26.0,5.0,26.0,5,0,2,"['oi', 'street punk', 'uk82']"
189,Absofacto,0.23,0.688,224661.0,-10.668,0.0663,-10.668,0.0542,74.0,6.0,74.0,6,0,2,"['indie psych-pop', 'shimmer psych']"
190,Academy Of Choir Art Of Russia,0.968,0.17600000000000002,266160.0,-14.729000000000001,0.106,-14.729000000000001,0.0371,43.0,10.0,43.0,10,1,1,['others']
191,Academy Of London,0.9725,0.14665,166593.0,-35.9045,0.1009,-35.9045,0.0432,39.5,7.0,39.5,7,1,2,['others']
192,Academy of Ancient Music,0.890181818,0.334272727,260773.2727,-19.91254545,0.17468181800000002,-19.91254545,0.045545455,48.09090909,4.0,48.09090909,4,1,11,"['baroque ensemble', 'choral', 'classical performance', 'historically informed performance']"
193,Academy of St. Martin in the Fields,0.947098592,0.25483662,336150.0563,-23.25176056,0.140494366,-23.25176056,0.043578873,34.73239437,7.0,34.73239437,7,1,71,"['chamber orchestra', 'classical', 'classical performance']"
194,Academy of St. Martin in the Fields Chorus,0.975166667,0.259433333,202644.5,-17.6725,0.139666667,-17.6725,0.0379,24.66666667,2.0,24.66666667,2,0,6,['others']
195,Acapulco Tropical,0.262,0.68,146147.0,-8.943,0.141,-8.943,0.0357,48.0,2.0,48.0,2,0,2,"['cumbia', 'cumbia sonidera', 'deep cumbia sonidera', 'grupera', 'ranchera']"
196,Accademia I Filarmonici,0.86525,0.43725,138003.5,-16.99225,0.18535,-16.99225,0.04235,45.0,2.0,45.0,2,1,4,['others']
197,Accept,0.0038766779999999997,0.423555556,270488.8889,-9.414777778,0.24736666699999998,-9.414777778,0.059566667000000004,36.22222222,11.0,36.22222222,11,1,36,"['album rock', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']"
198,Acceptance,0.066836,0.41700000000000004,178966.5,-4.3525,0.10165,-4.3525,0.04075,45.5,1.0,45.5,1,1,4,"['christian alternative rock', 'dreamo', 'emo', 'neon pop punk', 'pop punk', 'screamo']"
199,Ace,0.3575,0.7375,174113.5,-13.0835,0.09495,-13.0835,0.0379,40.5,7.0,40.5,7,1,4,"['florida rap', 'melodic rap', 'southern hip hop', 'trap']"
200,Ace Diamond,0.45046666700000004,0.641166667,191320.0833,-16.484,0.287958333,-16.484,0.03935,30.0,7.0,30.0,7,1,24,['others']
201,Ace Frehley,0.13351,0.538230769,251021.5385,-6.848615385,0.154746154,-6.848615385,0.068823077,33.53846154,1.0,33.53846154,1,1,26,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
202,Ace of Base,0.024279428999999998,0.728,222892.4286,-6.729928571,0.098314286,-6.729928571,0.048,52.28571429,11.0,52.28571429,11,0,28,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']"
203,Acerina Y Su Danzonera,0.67447619,0.381714286,171286.3333,-9.652047619,0.286457143,-9.652047619,0.066214286,9.238095238,10.0,9.238095238,10,1,42,"['bolero', 'mexican rock-and-roll', 'mexican son', 'ranchera']"
204,Achille Togliani,0.986666667,0.40183333299999996,191216.6667,-21.8735,0.2085,-21.8735,0.060083332999999996,2.333333333,5.0,2.333333333,5,1,12,"['canzone napoletana', 'classic italian pop', 'vintage italian pop']"
205,Acid Bath,0.017219595,0.32475,316750.0,-6.257000000000001,0.097775,-6.257000000000001,0.0687,34.875,10.0,34.875,10,1,16,"['doom metal', 'louisiana metal', 'sludge metal', 'stoner metal']"
206,Acid Ghost,0.693,0.509,168648.0,-9.542,0.115,-9.542,0.0298,54.0,0.0,54.0,0,1,2,['indie garage rock']
207,Acid King,0.00352,0.321,384867.0,-10.374,0.105,-10.374,0.0349,44.0,5.0,44.0,5,1,2,"['doom metal', 'drone metal', 'gaian doom', 'psychedelic doom', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock']"
208,Acker Bilk,0.8290000000000001,0.28800000000000003,177904.6667,-16.54933333,0.0952,-16.54933333,0.035966667,40.0,10.0,40.0,10,1,6,"['adult standards', 'ballroom', 'brill building pop', 'easy listening', 'jazz clarinet', 'lounge']"
209,Acoustic Alchemy,0.557666667,0.59,244008.6667,-13.82733333,0.143633333,-13.82733333,0.047066667,26.66666667,7.0,26.66666667,7,1,6,"['british jazz', 'rumba', 'smooth jazz']"
210,Active Child,0.284,0.5720000000000001,321453.0,-8.919,0.128,-8.919,0.0284,49.0,8.0,49.0,8,1,2,"['art pop', 'chillwave', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']"
211,Ada Moore,0.9540000000000001,0.39399999999999996,319533.0,-9.846,0.37799999999999995,-9.846,0.0407,3.0,9.0,3.0,9,1,1,['others']
212,Adalberto Santiago,0.719583333,0.665416667,358014.5,-5.712083333,0.3795,-5.712083333,0.04695,31.16666667,5.0,31.16666667,5,1,12,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']"
213,Adam & The Ants,0.0123,0.33,191240.0,-10.362,0.133,-10.362,0.033,39.0,9.0,39.0,9,1,2,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'ska']"
214,Adam Ant,0.0856375,0.595375,220406.625,-5.1415,0.364175,-5.1415,0.0716625,36.375,9.0,36.375,9,1,16,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave']"
215,Adam Calhoun,0.0795,0.8155,181388.0,-6.4515,0.0824,-6.4515,0.1315,61.5,1.0,61.5,1,1,2,"['country rap', 'military rap', 'redneck']"
216,Adam Carroll,0.866,0.618,225853.0,-9.824,0.14300000000000002,-9.824,0.0556,39.5,10.0,39.5,10,1,4,"['alternative country', 'new americana', 'roots americana', 'roots rock', 'texas country']"
217,Adam Chanler-Berat,0.36200000000000004,0.483,194120.0,-6.082999999999999,0.12,-6.082999999999999,0.094,44.0,0.0,44.0,0,1,2,['others']
218,Adam Doleac,0.257,0.65,191106.5,-6.6275,0.1485,-6.6275,0.05475,68.5,7.0,68.5,7,1,4,"['contemporary country', 'country pop']"
219,Adam Friedman,0.314,0.682,171765.0,-5.766,0.10800000000000001,-5.766,0.0424,53.0,7.0,53.0,7,0,1,['la pop']
220,Adam Gontier,0.007905,0.3045,229700.0,-4.3805,0.09845,-4.3805,0.04035,57.5,2.0,57.5,2,0,4,['others']
221,Adam Gussow,0.7509999999999999,0.536,35973.0,-24.76,0.629,-24.76,0.0537,37.0,4.0,37.0,4,1,1,['harmonica blues']
222,Adam Hicks,0.16791728600000003,0.532,176301.0,-4.2662857139999995,0.13388571400000002,-4.2662857139999995,0.051871429000000004,56.28571429,2.0,56.28571429,2,1,7,['post-teen pop']
223,Adam Hood,0.34600000000000003,0.386,187013.0,-6.093999999999999,0.192,-6.093999999999999,0.0306,38.0,9.0,38.0,9,1,1,"['roots americana', 'texas country']"
224,Adam Jacobs,0.34600000000000003,0.657,452467.0,-4.9510000000000005,0.0299,-4.9510000000000005,0.153,50.0,5.0,50.0,5,1,1,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
225,Adam Jensen,0.35600000000000004,0.557,189600.0,-5.1339999999999995,0.146,-5.1339999999999995,0.0416,65.0,4.0,65.0,4,0,2,"['indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues']"
226,Adam K & Soha,0.0094,0.731,396643.0,-6.671,0.20199999999999999,-6.671,0.0479,55.0,2.0,55.0,2,0,2,['canadian electronic']
227,Adam Lambert,0.050732,0.5706,221516.6,-4.5908,0.16782,-4.5908,0.07932,60.8,4.0,60.8,4,0,10,"['dance pop', 'idol', 'pop', 'post-teen pop']"
228,Adam Levine,0.194925,0.566375,240700.0,-5.41275,0.193675,-5.41275,0.1132,60.5,1.0,60.5,1,1,16,['pop rock']
229,Adam Melchor,0.953,0.493,216000.0,-12.815,0.151,-12.815,0.0309,63.0,2.0,63.0,2,1,2,"['indie pop', 'new jersey indie']"
230,Adam Pascal,0.354834737,0.545421053,202983.2105,-6.536105263,0.24961052600000003,-6.536105263,0.068736842,44.68421053,6.0,44.68421053,6,1,19,"['broadway', 'hollywood', 'show tunes']"
231,Adam Plack,0.958,0.531,131960.0,-20.791999999999998,0.115,-20.791999999999998,0.11800000000000001,46.0,0.0,46.0,0,1,2,['others']
232,Adam Riegler,0.772,0.509,179293.0,-7.957999999999999,0.28800000000000003,-7.957999999999999,0.071,44.0,0.0,44.0,0,1,2,['others']
233,Adamski,0.0241,0.785,250760.0,-13.945,0.0547,-13.945,0.0587,54.0,10.0,54.0,10,0,1,"['acid house', 'hip house']"
234,Adan Chalino Sanchez,0.18203333300000002,0.516,186768.0,-3.9813333330000003,0.114,-3.9813333330000003,0.059533333,45.33333333,6.0,45.33333333,6,1,6,"['banda', 'deep regional mexican', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
235,Adan Romero,0.522,0.6920000000000001,203493.0,-7.127999999999999,0.0965,-7.127999999999999,0.0497,64.0,5.0,64.0,5,1,2,"['banda', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican']"
236,Adele,0.438869524,0.564595238,249647.5238,-7.034880952000001,0.130888095,-7.034880952000001,0.052583332999999996,60.47619048,0.0,60.47619048,0,1,84,"['british soul', 'pop', 'uk pop']"
237,Adelitas Way,0.002160643,0.492285714,197552.8571,-3.8334285710000002,0.169085714,-3.8334285710000002,0.058614285999999995,52.71428571,1.0,52.71428571,1,1,14,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']"
238,Adelmar Borrego,0.996,0.44299999999999995,100562.0,-25.351,0.12,-25.351,0.0622,69.0,11.0,69.0,11,1,2,['others']
239,Adem,0.6940000000000001,0.48200000000000004,285707.0,-11.049000000000001,0.0924,-11.049000000000001,0.03,45.0,1.0,45.0,1,0,1,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
240,Adema,0.000224667,0.429666667,248186.3333,-4.8660000000000005,0.078,-4.8660000000000005,0.1186,49.33333333,6.0,49.33333333,6,1,6,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
241,Adeva,0.0217,0.815,240187.0,-10.283,0.0489,-10.283,0.0358,38.0,11.0,38.0,11,1,2,['others']
242,Adiemus,0.7405,0.315,356840.0,-16.605,0.163,-16.605,0.0512,51.5,9.0,51.5,9,1,2,['new age']
243,Adina Howard,0.1018,0.702666667,264702.0,-5.916333333,0.07426666700000001,-5.916333333,0.072666667,56.0,11.0,56.0,11,0,3,"['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
244,Adinath Mangeshkar,0.9790000000000001,0.83,218538.0,-13.366,0.10300000000000001,-13.366,0.0524,1.0,8.0,1.0,8,1,2,['others']
245,Adolescent's Orquesta,0.474,0.655333333,258955.3333,-7.239666667000001,0.166888889,-7.239666667000001,0.042711110999999996,60.11111111,8.0,60.11111111,8,1,18,"['latin', 'perreo', 'salsa', 'salsa venezolana', 'tropical']"
246,Adolescents,0.004174669000000001,0.431125,132533.5,-7.475875,0.29846875,-7.475875,0.07583125,32.0,2.0,32.0,2,1,32,"['latin', 'perreo', 'salsa', 'salsa venezolana', 'tropical']"
247,Adolfo Berón,0.940875,0.6995,150302.25,-17.623625,0.1091,-17.623625,0.0683625,0.375,4.0,0.375,4,0,16,['guitarra argentina']
248,Adolfo Echeverria,0.125,0.6859999999999999,230427.0,-9.03,0.261,-9.03,0.0582,29.0,7.0,29.0,7,0,1,['others']
249,Adolph Baller,0.946666667,0.3375,310931.0,-17.32083333,0.174666667,-17.32083333,0.0534,0.166666667,7.0,0.166666667,7,1,12,['others']
250,Adolph Deutsch,0.879969697,0.314869697,115558.0,-19.52036364,0.215648485,-19.52036364,0.067048485,6.242424242,8.0,6.242424242,8,1,33,['classic soundtrack']
251,Adolphe Adam,0.8535,0.32299999999999995,226775.0,-22.0415,0.19285,-22.0415,0.049025,22.25,6.0,22.25,6,1,4,"['early romantic era', 'french opera']"
252,Adrian Gurvitz,0.469,0.47200000000000003,294053.0,-6.215,0.0677,-6.215,0.0272,47.0,2.0,47.0,2,1,2,['yacht rock']
253,Adrian Marcel,0.0472,0.8490000000000001,237653.0,-6.365,0.25,-6.365,0.0699,59.0,4.0,59.0,4,1,1,['deep pop r&b']
254,Adrian Zmed,0.17625,0.6585,190186.5,-7.95125,0.1335,-7.95125,0.029175,38.0,9.0,38.0,9,1,4,['others']
255,Adriana Calcanhotto,0.8390000000000001,0.45799999999999996,189640.0,-8.505,0.0876,-8.505,0.0398,57.0,9.0,57.0,9,1,2,"['baile pop', 'bossa nova', 'mpb', 'nova mpb']"
256,Adriana Caselotti,0.816666667,0.41216666700000004,134593.3333,-15.88183333,0.27325,-15.88183333,0.050691667,38.25,7.0,38.25,7,1,12,['movie tunes']
257,Adriana Lazzarini,0.991,0.318,289227.0,-13.720999999999998,0.12,-13.720999999999998,0.0329,12.0,1.0,12.0,1,1,1,['italian mezzo-soprano']
258,Adriana Proenza,0.894,0.522,187932.0,-18.717,0.0941,-18.717,0.0357,84.0,4.0,84.0,4,1,2,['spanish indie pop']
259,Adrianne Pieczonka,0.9059999999999999,0.31,354240.0,-17.338,0.258,-17.338,0.0363,45.0,2.0,45.0,2,1,1,['classical soprano']
260,Adriano Celentano,0.433,0.66975,222853.75,-12.277000000000001,0.1615,-12.277000000000001,0.05755,38.5,8.0,38.5,8,1,8,"['classic italian pop', 'italian pop']"
261,Adriel Favela,0.315,0.7938,178470.4,-6.8904,0.1719,-6.8904,0.04334,62.4,9.0,62.4,9,1,5,"['corridos tumbados', 'regional mexican pop']"
262,Adventure Club,0.017245,0.5695,255962.0,-4.82,0.09765,-4.82,0.04975,53.5,9.0,53.5,9,1,2,"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'melodic dubstep', 'pop edm']"
263,Aegis,0.528,0.431,217913.0,-5.797000000000001,0.0755,-5.797000000000001,0.0464,47.0,2.0,47.0,2,1,2,"['classic opm', 'opm', 'pinoy rock']"
264,Aer,0.12505,0.835,208358.6667,-6.830666667000001,0.12493333300000001,-6.830666667000001,0.08898333300000001,52.5,5.0,52.5,5,1,12,"['album rock', 'classic rock', 'hard rock', 'rock']"
265,Aero Chord,0.0445,0.573,254118.0,-4.132,0.187,-4.132,0.0428,62.0,2.0,62.0,2,1,2,"['bass trap', 'catstep', 'edm', 'gaming edm', 'traprun']"
266,Aerodrom,0.415,0.555,130280.0,-5.015,0.315,-5.015,0.0332,32.0,5.0,32.0,5,0,2,"['croatian rock', 'yugoslav rock']"
267,Aerosmith,0.078510877,0.440015152,266323.1364,-7.660575757999999,0.263157576,-7.660575757999999,0.04770303,40.34090909,9.0,40.34090909,9,1,264,"['album rock', 'classic rock', 'hard rock', 'rock']"
268,Africando,0.598,0.784,242573.0,-9.615,0.0627,-9.615,0.052000000000000005,35.0,9.0,35.0,9,0,2,"['latin jazz', 'mambo', 'salsa', 'tropical']"
269,Afrika Bambaataa,0.040272,0.8628,316120.0,-8.3888,0.22232,-8.3888,0.10782,38.8,6.0,38.8,6,0,5,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop']"
270,Afro B,0.0206,0.966,199000.0,-6.392,0.0715,-6.392,0.10099999999999999,68.0,2.0,68.0,2,1,2,"['afroswing', 'dancehall', 'uk dancehall']"
271,Afro Bros,0.125,0.765,184558.0,-2.097,0.423,-2.097,0.0965,78.0,8.0,78.0,8,0,1,"['basshall', 'dutch hip hop', 'dutch house', 'dutch trap pop']"
272,Afro Celt Sound System,0.0507,0.638,314160.0,-7.305,0.0908,-7.305,0.038,42.0,11.0,42.0,11,1,2,"['celtic', 'world', 'world fusion']"
273,Afro-Cuban All Stars,0.3375,0.589,397100.0,-12.3,0.179,-12.3,0.0379,49.0,2.0,49.0,2,1,4,['latin jazz']
274,Afrojack,0.1589,0.7322142859999999,260898.9286,-5.323714286,0.267192857,-5.323714286,0.115585714,52.78571429,7.0,52.78571429,7,0,14,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
